Date,Category,Rejected Cat 1,Rejected Cat 2,Puzzle,Letters,Prize,Win?,Notes,Season
"February 19, 2007",Phrase,NA,NA,YOU BE THE JUDGE,H B M A,"$30,000",No,NA,24
"February 20, 2007",Person,NA,NA,HOCKEY FAN,M H C O,Saab,Yes,NA,24
"February 21, 2007",Food & Drink,NA,NA,PAPRIKA,G H M O,"$25,000",No,NA,24
"February 22, 2007",Thing,NA,NA,BUSHY BEARD,C M P A,"$30,000",No,NA,24
"February 23, 2007",Things,NA,NA,FOREIGN WORDS,M P C A,"$100,000",No,NA,24
"February 26, 2007",Things,NA,NA,FOG AND MIST,D I M P,"$25,000",Yes,NA,24
"February 27, 2007",Phrase,NA,NA,JUMPING FOR JOY,G D M I,"$30,000",Yes,NA,24
"February 28, 2007",Place,NA,NA,BINGO HALL,M H D A C,"$30,000",No,NA,24
"March 1, 2007",Thing,NA,NA,BLANK PAGE,C M P A,"$35,000",No,NA,24
"March 2, 2007",Things,NA,NA,SKI BOOTS,C M D O,"$30,000",No,NA,24
"March 5, 2007",Thing,NA,NA,PAPERWORK,D M P A,"$30,000",Yes,NA,24
"March 6, 2007",Phrase,NA,NA,IN VOGUE,M P D I,"$25,000",Yes,NA,24
"March 7, 2007",Phrase,NA,NA,PAYING DUES,C G M A,"$30,000",No,NA,24
"March 8, 2007",Phrase,NA,NA,HIGHLY ORGANIZED,C M H A,Volvo C70,No,NA,24
"March 9, 2007",Place,NA,NA,CITY BLOCK,H P C A,"$25,000",No,NA,24
"March 12, 2007",Phrase,NA,NA,REVVING UP,G B H I Y,Toyota 4Runner,No,NA,24
"March 13, 2007",Thing,NA,NA,GEOGRAPHY,G P M A,"$25,000",Yes,NA,24
"March 14, 2007",Thing,NA,NA,FOGHORN,H P C A,"$35,000",Yes,NA,24
"March 15, 2007",Phrase,NA,NA,I'M OVERJOYED,D M H O G,"$25,000",No,NA,24
"March 16, 2007",Phrase,NA,NA,BAKED OR FRIED,D B M O,"$35,000",Yes,NA,24
"March 19, 2007",Things,NA,NA,CHUBBY CHEEKS,P M F O,Land Rover,No,NA,24
"March 20, 2007",Event,NA,NA,DOZING OFF,B C G A,"$25,000",No,NA,24
"March 21, 2007",Thing,NA,NA,POLICE UNIFORM,C M P A,"$30,000",Yes,NA,24
"March 22, 2007",Thing,NA,NA,WIGGLE ROOM,C D M A,"$25,000",No,NA,24
"March 23, 2007",Thing,NA,NA,BUSYWORK,D M P O,"$30,000",No,NA,24
"March 26, 2007",Person,NA,NA,PLAYWRIGHT,C D G I M,"$40,000",Yes,NA,24
"March 27, 2007",On the Map,NA,NA,DULUTH,Y M C A,"$25,000",No,NA,24
"March 28, 2007",Food & Drink,NA,NA,DRIED FIGS,D B M I,"$25,000",Yes,NA,24
"March 29, 2007",Thing,NA,NA,POCKETBOOK,C H M O,"$25,000",Yes,NA,24
"March 30, 2007",Thing,NA,NA,NIFTY IDEA,C H D O,Mazda Miata,No,NA,24
"April 2, 2007",Things,NA,NA,PERKS OF THE JOB,D F H O,"$25,000",No,NA,24
"April 3, 2007",Phrase,NA,NA,WORDS FAIL ME,B M P A,"$30,000",No,NA,24
"April 4, 2007",Phrase,NA,NA,HIGH TIME,M K B A G,Chrysler Aspen,No,NA,24
"April 5, 2007",Phrase,NA,NA,NOBODY KNOWS,C D M I,"$100,000",No,NA,24
"April 6, 2007",Phrase,NA,NA,PIPING HOT,H M C O G,"$25,000",Yes,NA,24
"April 9, 2007",Thing,NA,NA,HEAVY TRAFFIC,C H M A P,"$30,000",No,NA,24
"April 10, 2007",Phrase,NA,NA,LIVING PROOF,C M D A,"$30,000",No,NA,24
"April 11, 2007",Things,NA,NA,CHOICE WORDS,P D M A,Jaguar X-Type,No,NA,24
"April 12, 2007",Things,NA,NA,FAIR WAGES,P C D O,"$25,000",No,NA,24
"April 13, 2007",Person,NA,NA,BIOGRAPHER,C D M I,Acura,No,NA,24
"April 16, 2007",On the Map,NA,NA,KITTY HAWK,M C P O,"$25,000",No,NA,24
"April 17, 2007",Phrase,NA,NA,OBEY THE LAW,D C M I,"$30,000",No,NA,24
"April 18, 2007",Phrase,NA,NA,BACK AND FORTH,M D P A,Volkswagen Beetle convertible,No,NA,24
"April 19, 2007",Phrase,NA,NA,HUMBLE PIE,C D P A,Nissan convertible,No,NA,24
"April 20, 2007",Phrase,NA,NA,DON'T QUIT,D P M A,"$25,000",Yes,NA,24
"April 23, 2007",Person,NA,NA,THE BIG BOSS,B G P O,"$35,000",Yes,NA,24
"April 24, 2007",In the Kitchen,NA,NA,BACKSPLASH,M C D A P,"$25,000",Yes,NA,24
"April 25, 2007",Things,NA,NA,FUN FACTS,F D P A,"$25,000",Yes,NA,24
"April 26, 2007",Phrase,NA,NA,LUCKY YOU,D P M O,"$30,000",Yes,NA,24
"April 27, 2007",Phrase,NA,NA,I'M HUNGRY,B D Y I,"$40,000",Yes,NA,24
"April 30, 2007",Phrase,NA,NA,BUYING IN BULK,M G D O,"$50,000",No,NA,24
"May 1, 2007",Thing,NA,NA,VIEWPOINT,C H M O D,"$25,000",No,NA,24
"May 2, 2007",Thing,NA,NA,AUTOGRAPH,H M P O,"$30,000",Yes,NA,24
"May 3, 2007",Thing,NA,NA,HUSKY VOICE,H D P A,Pair of Ford Mustangs,No,NA,24
"May 4, 2007",Show Biz,NA,NA,RADIO JINGLE,C D G I,"$35,000",Yes,NA,24
"May 7, 2007",Person,NA,NA,HIGH BIDDER,M P D O,Saturn Sky,No,NA,24
"May 8, 2007",Event,NA,NA,JURY DUTY,C D M A,"$40,000",No,NA,24
"May 9, 2007",Phrase,NA,NA,WAY OF LIFE,M K P I,"$50,000",No,NA,24
"May 10, 2007",Phrase,NA,NA,DAWN TO DUSK,C M P O,Infiniti,No,NA,24
"May 11, 2007",Thing,NA,NA,HOT GOSSIP,G H M O,Infiniti,Yes,NA,24
"May 14, 2007",Thing,NA,NA,PHOTO EXHIBIT,H D M A,"$30,000",No,NA,24
"May 15, 2007",Living Thing,NA,NA,MIGHTY OAK,D M G O,"$25,000",No,NA,24
"May 16, 2007",Food & Drink,NA,NA,CHILI POWDER,B D M A,Pontiac Solstice,No,NA,24
"May 17, 2007",Phrase,NA,NA,COME WHAT MAY,C H M A,Jeep Commander,Yes,NA,24
"May 18, 2007",Phrase,NA,NA,I'M BAFFLED,M H C I,"$25,000",No,NA,24
"May 21, 2007",People,NA,NA,PARTYGOERS,C B P A,"$35,000",No,NA,24
"May 22, 2007",Thing,NA,NA,WASHABLE WOOL,P C M A,"$30,000",No,NA,24
"May 23, 2007",Things,NA,NA,BYLAWS,P G C A,"$30,000",No,NA,24
"May 24, 2007",Thing,NA,NA,MUTUAL FUND,C D M A,"$25,000",No,NA,24
"May 25, 2007",Thing,NA,NA,A QUICK SMOOCH,D M C O,"$25,000",No,NA,24
"May 28, 2007",Things,NA,NA,LOFTY GOALS,G M C I,"$25,000",No,NA,24
"May 29, 2007",Phrase,NA,NA,A FAIR VALUE,C P H O,"$30,000",No,NA,24
"May 30, 2007",Proper Name,NA,NA,HUGH JACKMAN,D M C A B,"$100,000",Yes,NA,24
"May 31, 2007",Phrase,NA,NA,KICK THE HABIT,H D P A C,"$30,000",No,NA,24
"June 1, 2007",Phrase,NA,NA,BUMPER CROP,M D B A,"$50,000",No,NA,24
"June 4, 2007",Phrase,NA,NA,I WONDER WHY,C D P A,"$30,000",No,NA,24
"June 5, 2007",Things,NA,NA,WIPER BLADES,B P D O,"$25,000",No,NA,24
"June 6, 2007",Event,NA,NA,HOUSING BOOM,G C D A,"$30,000",No,NA,24
"June 7, 2007",Person,NA,NA,TRIVIA BUFF,C J G A,"$30,000",No,NA,24
"June 8, 2007",Phrase,NA,NA,BREAK IT OFF,B H M I,"$30,000",Yes,NA,24
"September 10, 2007",In the Kitchen,NA,NA,MIXING BOWL,C D P A,"$100,000",No,NA,25
"September 11, 2007",Phrase,NA,NA,PURE HOGWASH,W D P I,Mercedes ML350,No,NA,25
"September 12, 2007",Place,NA,NA,PAVILION,C G P A,Volkswagen Beetle,Yes,NA,25
"September 13, 2007",Show Biz,NA,NA,COMEDY DUO,C M P A D,"$25,000",No,NA,25
"September 14, 2007",Phrase,NA,NA,DO YOUR JOB,C M P A,"$25,000",No,NA,25
"September 17, 2007",Thing,NA,NA,SCRAPBOOK,M P F A,"$30,000",Yes,NA,25
"September 18, 2007",Phrase,NA,NA,OUT OF FAVOR,D F H O,"$35,000",No,NA,25
"September 19, 2007",Things,NA,NA,HOME VIDEOS,C M D A,"$35,000",No,NA,25
"September 20, 2007",Phrase,NA,NA,FINISH UP,H C M I,"$30,000",Yes,NA,25
"September 21, 2007",On the Map,NA,NA,BANGOR,G D M A,"$25,000",Yes,NA,25
"September 24, 2007",Phrase,NA,NA,NOW I KNOW,C D P O,Winnebago,Yes,NA,25
"September 25, 2007",On the Map,NA,NA,HILO HAWAII,D C M A,Saturn Sky,No,NA,25
"September 26, 2007",In the Kitchen,NA,NA,CLING WRAP,D C B A,"$30,000",No,NA,25
"September 27, 2007",Things,NA,NA,GIGABYTES,D H C A,"$45,000",No,NA,25
"September 28, 2007",Thing,NA,NA,HALF-MOON,C H P A,"$30,000",Yes,NA,25
"October 1, 2007",Around the House,NA,NA,JUNK DRAWER,D C M O,"$25,000",No,NA,25
"October 2, 2007",Living Thing,NA,NA,LADYBUG,B F P A,"$30,000",No,NA,25
"October 3, 2007",Phrase,NA,NA,PAY THE PIPER,C M F O,"$25,000",No,NA,25
"October 4, 2007",Phrase,NA,NA,GIVE A HOOT,D C M A,"$100,000",No,NA,25
"October 5, 2007",Occupation,NA,NA,COURT BAILIFF,C D G O M,Mazda CX-7,No,NA,25
"October 8, 2007",Living Things,NA,NA,GUPPIES,C D M I,"$100,000",No,NA,25
"October 9, 2007",Phrase,NA,NA,IN FASHION,C D M O,"$50,000",No,NA,25
"October 10, 2007",Phrase,NA,NA,YOU MAY BEGIN,M P H I,"$30,000",No,NA,25
"October 11, 2007",Thing,NA,NA,SHADOW,G P M I,"$25,000",No,NA,25
"October 12, 2007",Things,NA,NA,A FEW LAUGHS,D G B A,Chevrolet Equinox,No,NA,25
"October 15, 2007",Thing,NA,NA,DREAM JOB,B C M A,"$35,000",Yes,NA,25
"October 16, 2007",Phrase,NA,NA,SHOW YOUR STUFF,Y M G O,"$50,000",No,NA,25
"October 17, 2007",Thing,NA,NA,HAPPY FACE,C D P O,"$25,000",No,NA,25
"October 18, 2007",Phrase,NA,NA,ITCHING TO GO,C M P A,"$25,000",Yes,NA,25
"October 19, 2007",Event,NA,NA,A QUICK BREAK,C H P O,"$25,000",No,NA,25
"October 22, 2007",Food & Drink,NA,NA,WHITE GRAVY,F D C U,"$50,000",No,NA,25
"October 23, 2007",Thing,NA,NA,MICROSCOPE,H M P O F,"$40,000",Yes,NA,25
"October 24, 2007",Phrase,NA,NA,A SNUG FIT,P H G A D,Nissan 350Z,Yes,NA,25
"October 25, 2007",Thing,NA,NA,BIKE RACK,M G C A,"$100,000",No,NA,25
"October 26, 2007",Phrase,NA,NA,WORDS OF WISDOM,C M P U F,"$25,000",No,NA,25
"October 29, 2007",Fun & Games,NA,NA,RUGBY,D M P A,"$25,000",Yes,NA,25
"October 30, 2007",Occupation,NA,NA,BOOKKEEPER,C M D A,"$30,000",No,NA,25
"October 31, 2007",Phrase,NA,NA,CHECK THE BOX,M H C A,"$30,000",No,NA,25
"November 1, 2007",Phrase,NA,NA,FAR AND WIDE,F Y G O,Infiniti,Yes,NA,25
"November 2, 2007",Things,NA,NA,HOT TOPICS,D P M O,"$30,000",No,NA,25
"November 5, 2007",Phrase,NA,NA,BOTH OF US,D H C O,"$25,000",Yes,NA,25
"November 6, 2007",Phrase,NA,NA,GOOD WORK,M D B A,"$30,000",No,NA,25
"November 7, 2007",Thing,NA,NA,DOUBLE VISION,C M P A D,"$30,000",Yes,NA,25
"November 8, 2007",Phrase,NA,NA,YOUNG AND FOOLISH,F C M O D,"$50,000",No,NA,25
"November 9, 2007",Phrase,NA,NA,CATCH A WAVE,C D B A,"$25,000",Yes,NA,25
"November 12, 2007",Thing,NA,NA,HAIR RIBBON,M D Y O C,"$30,000",Yes,NA,25
"November 13, 2007",Food & Drink,NA,NA,JUICY BURGER,P C D I,"$30,000",No,NA,25
"November 14, 2007",Phrase,NA,NA,I'M HOPEFUL,D M I P,Mercedes,No,NA,25
"November 15, 2007",Thing,NA,NA,FUZZY MEMORY,D P G A B,"$30,000",No,NA,25
"November 16, 2007",Phrase,NA,NA,A CUT ABOVE,F H D O,Mercedes,No,NA,25
"November 19, 2007",Thing,NA,NA,WILLPOWER,C M P A,"$30,000",Yes,NA,25
"November 20, 2007",Phrase,NA,NA,WAIST-HIGH,B D M A,"$45,000",No,NA,25
"November 21, 2007",Things,NA,NA,SOAP BUBBLES,D M C O,"$25,000",No,NA,25
"November 22, 2007",Things,NA,NA,PAIR OF PAJAMAS,C F M O,"$25,000",No,NA,25
"November 23, 2007",Event,NA,NA,BUYING A HOME,G M D I,"$25,000",No,NA,25
"November 26, 2007",Place,NA,NA,BANK VAULT,G H C A,"$35,000",Yes,NA,25
"November 27, 2007",On the Map,NA,NA,FLAGSTAFF,C H F A,"$30,000",Yes,NA,25
"November 28, 2007",Person,NA,NA,GROWING BOY,M B C A,"$25,000",No,NA,25
"November 29, 2007",Phrase,NA,NA,HANG TOUGH,G B M A,"$40,000",Yes,NA,25
"November 30, 2007",Things,NA,NA,LOW PRICES,M C D A,"$30,000",Yes,NA,25
"December 3, 2007",Phrase,NA,NA,BY YOUR SIDE,D P M A,"$25,000",No,NA,25
"December 4, 2007",Place,NA,NA,WALK OF FAME,F M H A,"$45,000",No,NA,25
"December 5, 2007",Thing,NA,NA,OXFORD SHIRT,B G H O,Infiniti FX35,Yes,NA,25
"December 6, 2007",Living Thing,NA,NA,KING CRAB,D F G O,Audi A3,No,NA,25
"December 7, 2007",Phrase,NA,NA,HIGH-AND-MIGHTY,D P C A H,"$40,000",No,NA,25
"December 10, 2007",People,NA,NA,WIVES,M C G A,"$30,000",No,NA,25
"December 11, 2007",Person,NA,NA,OFF-DUTY COP,C H D A,"$50,000",Yes,NA,25
"December 12, 2007",Phrase,NA,NA,EGO BOOST,G C M I,"$25,000",Yes,NA,25
"December 13, 2007",Phrase,NA,NA,IN GOOD HEALTH,M D H A,Mini Cooper,Yes,NA,25
"December 14, 2007",Food & Drink,NA,NA,PISTACHIOS,C D H I,"$35,000",Yes,NA,25
"December 17, 2007",Phrase,NA,NA,OH MY GOSH,C H F I,"$30,000",Yes,NA,25
"December 18, 2007",Phrase,NA,NA,FADING AWAY,G B H O,"$35,000",No,NA,25
"December 19, 2007",Place,NA,NA,CITY PARK,C H F A,"$25,000",Yes,NA,25
"December 20, 2007",Phrase,NA,NA,BELOW ZERO,M B G A,"$30,000",No,NA,25
"December 21, 2007",Thing,NA,NA,DRIFTWOOD,D C F A,"$100,000",Yes,NA,25
"December 24, 2007",Rhyme Time,NA,NA,ZIP YOUR LIP,B C D O,Volkswagen Passat,No,NA,25
"December 25, 2007",Around the House,NA,NA,HUMIDIFIER,C D M A,"$30,000",No,NA,25
"December 26, 2007",Phrase,NA,NA,WHILE YOU WAIT,D M G A C,Volkswagen Passat,No,NA,25
"December 27, 2007",Phrase,NA,NA,I'M JOKING,M D P I,"$100,000",No,NA,25
"December 28, 2007",Living Thing,NA,NA,PINK DAISY,C H M O,"$30,000",No,NA,25
"December 31, 2007",Thing,NA,NA,TOOTHPICK,C H M I,Audi A4,Yes,NA,25
"January 1, 2008",Phrase,NA,NA,AS YOU WISH,H C M I,Audi A4,Yes,NA,25
"January 2, 2008",Things,NA,NA,DOG BISCUITS,B D M A,"$30,000",Yes,NA,25
"January 3, 2008",Thing,NA,NA,FOOT MASSAGE,B C M O,"$30,000",Yes,NA,25
"January 4, 2008",Place,NA,NA,HAYLOFT,G P H O B,Audi A4,No,NA,25
"January 7, 2008",Around the House,NA,NA,BODY WASH,H M P A,"$25,000",No,NA,25
"January 8, 2008",Things,NA,NA,PEAK HOURS,C M W A,"$25,000",No,NA,25
"January 9, 2008",What Are You Doing?,NA,NA,FIXING A SNACK,M C G A,"$30,000",Yes,NA,25
"January 10, 2008",Event,NA,NA,JOB FAIR,C D G A,"$30,000",No,NA,25
"January 11, 2008",Thing,NA,NA,VOCABULARY,D P C A,"$25,000",No,NA,25
"January 14, 2008",Phrase,NA,NA,JOIN THE CLUB,H J C A B,"$30,000",Yes,NA,25
"January 15, 2008",Proper Name,NA,NA,WAYNE BRADY,C D M A,"$30,000",Yes,NA,25
"January 16, 2008",Phrase,NA,NA,OVER MY HEAD,F D C O,"$45,000",Yes,NA,25
"January 17, 2008",What Are You Doing?,NA,NA,GOOFING OFF,D H P A C,"$30,000",No,NA,25
"January 18, 2008",Food & Drink,NA,NA,KETCHUP,C K P U,"$30,000",Yes,NA,25
"January 21, 2008",Thing,NA,NA,CLOGGED PIPE,B F M A,Chevrolet Equinox,No,NA,25
"January 22, 2008",Person,NA,NA,BOXING FAN,C H B I,93 Sedan,No,NA,25
"January 23, 2008",Fun & Games,NA,NA,FIELD HOCKEY,D M C O,"$25,000",Yes,NA,25
"January 24, 2008",Phrase,NA,NA,MAYBE I WILL,P C M A,"$30,000",Yes,NA,25
"January 25, 2008",Place,NA,NA,IRISH PUB,C B D A P,"$25,000",Yes,NA,25
"January 28, 2008",Food & Drink,NA,NA,BRICK OVEN PIZZA,C H M I,Pair of Pontiac GS GTs,Yes,NA,25
"January 29, 2008",On the Map,NA,NA,QUEBEC CANADA,D M H O,"$30,000",No,NA,25
"January 30, 2008",Things,NA,NA,CLOUDS AND FOG,C P D A,"$25,000",Yes,NA,25
"January 31, 2008",Fictional Characters,NA,NA,HAPPY & GRUMPY,C G M A D,Pair of Pontiacs,No,NA,25
"February 1, 2008",Food & Drink,NA,NA,ICING,G C H A,"$30,000",Yes,NA,25
"February 4, 2008",Thing,NA,NA,GROWTH CHART,P C M A,"$30,000",No,NA,25
"February 5, 2008",Things,NA,NA,BOBBY PINS,P C D O,"$30,000",No,NA,25
"February 6, 2008",Around the House,NA,NA,SQUEAKY DOOR,G H C A,"$50,000",No,NA,25
"February 7, 2008",Food & Drink,NA,NA,VEGGIE DIP,C D P O,"$25,000",No,NA,25
"February 8, 2008",Thing,NA,NA,FISH FOOD,C P B A,"$30,000",No,NA,25
"February 11, 2008",Proper Name,NA,NA,PAULA ABDUL,H C D A,Toyota Prius,Yes,NA,25
"February 12, 2008",Thing,NA,NA,SHAVED HEAD,D P F A M,"$30,000",No,NA,25
"February 13, 2008",Event,NA,NA,OCEAN VOYAGE,C D M A,"$100,000",No,NA,25
"February 14, 2008",People,NA,NA,JUDGE AND JURY,P B M O,"$30,000",No,NA,25
"February 15, 2008",Phrase,NA,NA,WARM AND COZY,G C H A,BMW Z4,No,NA,25
"February 18, 2008",Thing,NA,NA,PHONE JACK,M D H O,"$30,000",No,NA,25
"February 19, 2008",Show Biz,NA,NA,BANJO PLAYER,P M C A,"$30,000",Yes,NA,25
"February 20, 2008",Thing,NA,NA,BRIGHT IDEA,D M C I,"$25,000",Yes,NA,25
"February 21, 2008",Phrase,NA,NA,HEAR HIM OUT,B M D I,"$30,000",No,NA,25
"February 22, 2008",Phrase,NA,NA,QUICK ON THE DRAW,H D C O M,"$25,000",No,NA,25
"February 25, 2008",Thing,NA,NA,EPIC SAGA,D M W A,"$50,000",No,NA,25
"February 26, 2008",Phrase,NA,NA,IT'S YOUR MOVE,C H M O,"$30,000",Yes,NA,25
"February 27, 2008",Around the House,NA,NA,COMFY SOFA,C H M A,"$30,000",Yes,NA,25
"February 28, 2008",Thing,NA,NA,KNOWING WINK,C G P A,"$50,000",No,NA,25
"February 29, 2008",Phrase,NA,NA,IT LOOKS IFFY,K C G O,"$25,000",No,NA,25
"March 3, 2008",Thing,NA,NA,BUYING POWER,C G D A,"$30,000",No,NA,25
"March 4, 2008",Phrase,NA,NA,MY JAW DROPPED,C D P I F,"$50,000",Yes,NA,25
"March 5, 2008",Proper Name,NA,NA,UTAH JAZZ,M D C O,"$50,000",No,NA,25
"March 6, 2008",Thing,NA,NA,FOOD VOUCHER,B G H O,"$25,000",No,NA,25
"March 7, 2008",Thing,NA,NA,OIL GAUGE,G M D O,Winnebago,Yes,NA,25
"March 10, 2008",Phrase,NA,NA,FLAG HIM DOWN,G H D O,Toyota FJ Cruiser,No,NA,25
"March 11, 2008",Thing,NA,NA,APOLOGY,M D P A,"$100,000",No,NA,25
"March 12, 2008",Thing,NA,NA,KEY PLAY,M D G A H,Toyota FJ Cruiser,No,NA,25
"March 13, 2008",Thing,NA,NA,PAID INVOICE,C D M O,"$40,000",No,NA,25
"March 14, 2008",Thing,NA,NA,BIT OF TRIVIA,F D P O C,Volkswagen Beetle convertible,No,NA,25
"March 17, 2008",Thing,NA,NA,BUZZING SOUND,C M P O,"$45,000",No,NA,25
"March 18, 2008",Show Biz,NA,NA,RHYTHM GUITAR,C P G O,Volkswagen Jetta,No,NA,25
"March 19, 2008",Phrase,NA,NA,THICK HAZE,C D G O H,"$25,000",No,NA,25
"March 20, 2008",Thing,NA,NA,PURE OXYGEN,F C M I,"$25,000",No,NA,25
"March 21, 2008",Phrase,NA,NA,BOOKED SOLID,G H P A,"$25,000",No,NA,25
"March 24, 2008",Place,NA,NA,BACK PATIO,C H P O,"$100,000",Yes,NA,25
"March 25, 2008",Phrase,NA,NA,GIVE ME FIVE,M H P A F,"$30,000",No,NA,25
"March 26, 2008",Phrase,NA,NA,CRAZY ABOUT YOU,M P H O,"$40,000",No,NA,25
"March 27, 2008",Thing,NA,NA,DEEP SIGH,B D H O,Audi TT,No,NA,25
"March 28, 2008",Phrase,NA,NA,WAR OF WORDS,M D P A,"$30,000",No,NA,25
"March 31, 2008",Phrase,NA,NA,TOUGH TO AVOID,M D C O,"$100,000",No,NA,25
"April 1, 2008",Phrase,NA,NA,WE KNOW HIM,G B W O,"$45,000",No,NA,25
"April 2, 2008",Phrase,NA,NA,FIT FOR A KING,B G F O,"$30,000",Yes,NA,25
"April 3, 2008",Fun & Games,NA,NA,DRAW POKER,C H M A,"$30,000",No,NA,25
"April 4, 2008",Phrase,NA,NA,I'M BEHIND YOU,M C G O,"$40,000",No,NA,25
"April 7, 2008",Thing,NA,NA,BRIDAL VEIL,M F C A,"$30,000",No,NA,25
"April 8, 2008",Thing,NA,NA,FLEXIBILITY,C M P A,"$30,000",No,NA,25
"April 9, 2008",Thing,NA,NA,KIND OFFER,D M F I,"$30,000",No,NA,25
"April 10, 2008",Thing,NA,NA,ROUGH PATCH,C D M A,"$30,000",No,NA,25
"April 11, 2008",Phrase,NA,NA,WEIGH YOUR OPTIONS,M D Y O,"$25,000",Yes,NA,25
"April 14, 2008",Phrase,NA,NA,ABOUT-FACE,D M G A,Nissan Murano,No,NA,25
"April 15, 2008",Event,NA,NA,HIKE IN PAY,P D W O,Nissan Murano,No,NA,25
"April 16, 2008",Phrase,NA,NA,WITHOUT A FLAW,H C D A,Nissan Murano,No,NA,25
"April 17, 2008",Things,NA,NA,TAX & GRATUITY,C M P A,"$25,000",No,NA,25
"April 18, 2008",Place,NA,NA,MAGIC SHOP,C H M A,"$25,000",Yes,NA,25
"April 21, 2008",Place,NA,NA,KARAOKE BAR,B C M A,Saturn Sky,Yes,NA,25
"April 22, 2008",Show Biz,NA,NA,HOLLYWOOD GOSSIP,C D M A,"$30,000",No,NA,25
"April 23, 2008",Phrase,NA,NA,YOU HAVE TO FOCUS,M P H A,"$45,000",No,NA,25
"April 24, 2008",Thing,NA,NA,FORMAL GOWN,M C B A,"$25,000",Yes,NA,25
"April 25, 2008",Event,NA,NA,QUITTING A JOB,M G H A,"$30,000",No,NA,25
"April 28, 2008",Thing,NA,NA,MYTHOLOGY,M B P O,"$30,000",No,NA,25
"April 29, 2008",Phrase,NA,NA,QUIET DOWN,C G H A,Pontiac Solstice,No,NA,25
"April 30, 2008",Thing,NA,NA,WORLD MAP,W D P O,"$25,000",Yes,NA,25
"May 1, 2008",Thing,NA,NA,PARTY FAVOR,D C P A,"$30,000",No,NA,25
"May 2, 2008",Fictional Character,NA,NA,JEDI KNIGHT,B D M O,Pontiac Solstice,Yes,NA,25
"May 5, 2008",Phrase,NA,NA,FILLED WITH JOY,W D F I,"$30,000",No,NA,25
"May 6, 2008",Things,NA,NA,OPINIONS & ADVICE,C D M A,Pair of Buick Enclaves,No,NA,25
"May 7, 2008",Phrase,NA,NA,I FORGIVE YOU,B D M A,Pair of Buick Enclaves,No,NA,25
"May 8, 2008",Thing,NA,NA,PORCH SWING,I C M H,Pair of Buick Enclaves,Yes,NA,25
"May 9, 2008",Phrase,NA,NA,MAKE IT A HABIT,G H C A D,Pair of Buick Enclaves,Yes,NA,25
"May 12, 2008",Thing,NA,NA,BIRTHDAY WISH,G H F O,GMC Sierra,No,NA,25
"May 13, 2008",Phrase,NA,NA,JOIN NOW,C D M A,GMC Yukon,No,NA,25
"May 14, 2008",Thing,NA,NA,DIALOGUE,H C M O,"$40,000",No,NA,25
"May 15, 2008",Phrase,NA,NA,PROOF POSITIVE,P D M O F,"$25,000",Yes,NA,25
"May 16, 2008",Thing,NA,NA,BRAKE FLUID,C D M A,"$30,000",No,NA,25
"May 19, 2008",Person,NA,NA,NATIVE OF CHICAGO,C H D A M,BMW 128i,Yes,NA,25
"May 20, 2008",Phrase,NA,NA,I WON'T BUDGE,C D M A,"$40,000",No,NA,25
"May 21, 2008",Phrase,NA,NA,SOUNDS YUMMY,D M C A,"$30,000",No,NA,25
"May 22, 2008",Phrase,NA,NA,ORDER BY FAX,G K D O,Jeep Compass,No,NA,25
"May 23, 2008",Thing,NA,NA,SAFARI JACKET,C D M A,"$50,000",No,NA,25
"May 26, 2008",Thing,NA,NA,FOAM PACKAGING,G C M A,Pair of Honda Accords,Yes,NA,25
"May 27, 2008",Thing,NA,NA,VINYL ALBUM,C M F I,"$25,000",No,NA,25
"May 28, 2008",Thing,NA,NA,MOSQUITO BITE,H M K A,"$30,000",No,NA,25
"May 29, 2008",Phrase,NA,NA,KICK OFF YOUR SHOES,Y C G A,"$25,000",No,NA,25
"May 30, 2008",Phrase,NA,NA,IT GROWS ON YOU,C H M A D,"$30,000",No,NA,25
"June 2, 2008",People,NA,NA,TWIN BOYS,M D P O,"$35,000",No,NA,25
"June 3, 2008",Thing,NA,NA,DIVING MASK,H D M I C,"$30,000",No,NA,25
"June 4, 2008",Thing,NA,NA,OFFICIAL FAN CLUB,C A M P,Volvo C70,No,NA,25
"June 5, 2008",People,NA,NA,IOWANS,M H C A,"$30,000",No,NA,25
"June 6, 2008",Phrase,NA,NA,I MADE A VOW,M D C I B,"$30,000",Yes,NA,25
"September 8, 2008",Food & Drink,NA,NA,HOT COCOA MIX,M B D A,"$30,000",No,NA,26
"September 9, 2008",Thing,NA,NA,STOPWATCH,H G D I,"$45,000",No,NA,26
"September 10, 2008",Things,NA,NA,BIG DREAMS,P M G O,"$35,000",Yes,NA,26
"September 11, 2008",Person,NA,NA,HISTORY BUFF,C M D I,"$30,000",Yes,NA,26
"September 12, 2008",Phrase,NA,NA,YOU MADE ME BLUSH,F B H A,"$30,000",Yes,NA,26
"September 15, 2008",Show Biz,NA,NA,POLICE DRAMA,C D M A,"$30,000",Yes,NA,26
"September 16, 2008",Thing,NA,NA,A BRISK PACE,H C F A,"$25,000",No,NA,26
"September 17, 2008",Person,NA,NA,FISHING BUDDY,H G M I,Mercedes SLK,No,NA,26
"September 18, 2008",Thing,NA,NA,JUKEBOX,C D P O,Mercedes SLK,No,NA,26
"September 19, 2008",Things,NA,NA,COMPOUND WORDS,C F P O,"$25,000",Yes,NA,26
